track_id,total_plays,name,artist,spotify_preview_url,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,genre_filled,popularity_norm,mood,genre_grouped,tempo_class
TRCVYBN12903CCC676,31,Dr. No,Babyshambles,https://p.scdn.co/mp3-preview/fb39b2404b7a351897a5916f34789d1f2c6577bd?cid=774b29d4f13844c495f206cafdad9c86,reggae,NA,2013,272289,0.71,0.646,7,-5.633,0,0.0313,0.165,0.0559,0.153,0.917,122.316,4,4.53815,reggae,5.872402172409939e-5,0.7815000000000001,Reggae,Fast
TRCVYFZ128F9335BA0,67,You Do Something To Me,Ella Fitzgerald,https://p.scdn.co/mp3-preview/8735f242ff12791d283185f654942eb3b4b50503?cid=774b29d4f13844c495f206cafdad9c86,"female_vocalists, jazz",NA,2011,146066,0.431,0.177,7,-11.192,0,0.0306,0.766,0,0.2,0.242,103.163,4,2.4344333333333332,jazz & soul,1.2691965985531158e-4,0.2095,other,Medium
TRCVZJV128F930E439,410,Dime,Cake,https://p.scdn.co/mp3-preview/11943e09b367b179809dd02f236d7b4b343c4b72?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, alternative_rock, jazz, ska",NA,2004,217493,0.704,0.747,7,-6.883,1,0.027,0.509,0.00886,0.203,0.888,114.002,4,3.6248833333333335,rock,7.7667254538325e-4,0.8175,Rock,Medium
TRCVZZT128F934B96A,6,Midas Touch,Midnight Star,https://p.scdn.co/mp3-preview/7465c293f91c6029a6671eefa18813578c2b8e2a?cid=774b29d4f13844c495f206cafdad9c86,"dance, 80s, funk",metal,2000,233973,0.962,0.552,7,-9.42,0,0.0702,0.135,0.0177,0.0833,0.933,117.334,4,3.89955,metal,1.1365939688535365e-5,0.7425,Metal,Medium
TRCWAGJ128F9320963,46,Reason To Believe,Dashboard Confessional,https://p.scdn.co/mp3-preview/45d4fd93dc2bc8af4dffb1d87d7910ef83227fec?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, indie, emo",NA,2006,222066,0.379,0.795,8,-2.662,1,0.0369,6.59e-4,5.45e-5,0.44,0.408,163.938,4,3.7011,rock,8.71388709454378e-5,0.6015,Rock,Fast
TRCWAHA128F148125A,4,Four On Six,Wes Montgomery,https://p.scdn.co/mp3-preview/71cf751c76f6d513156177adeb7cf67b8da8883b?cid=774b29d4f13844c495f206cafdad9c86,"jazz, guitar",jazz,1995,573066,0.616,0.238,7,-21.13,0,0.0371,0.896,0.587,0.137,0.566,107.479,4,9.5511,jazz,7.577293125690244e-6,0.40199999999999997,Jazz & Soul,Medium
TRCWALX128F9322225,51,Nausea Shreds Yr Head,The Blood Brothers,https://p.scdn.co/mp3-preview/9b9b1ff046ce021f9700be59ab934d20128b29fb?cid=774b29d4f13844c495f206cafdad9c86,"hardcore, post_hardcore, screamo",NA,2006,130866,0.268,0.948,10,-2.106,0,0.106,4.18e-5,0.353,0.243,0.396,172.117,4,2.1811,metal,9.661048735255061e-5,0.6719999999999999,Metal,Fast
TRCWAQE128F428DCBE,157,Silent All These Years,Tori Amos,https://p.scdn.co/mp3-preview/6e40f0456ba14f62b66476d34a08d73a39826a21?cid=774b29d4f13844c495f206cafdad9c86,"alternative, female_vocalists, singer_songwriter, 90s, piano, beautiful, mellow",NA,2012,273426,0.479,0.238,4,-13.79,1,0.0361,0.982,0.00257,0.11,0.362,118.605,4,4.5571,folk,2.9740875518334206e-4,0.3,Folk,Medium
TRCWBAL128F934B434,9914,Costume Party,Two Door Cinema Club,https://p.scdn.co/mp3-preview/9a98adf5acec221b5dbed16063ad6873647f8ff6?cid=774b29d4f13844c495f206cafdad9c86,"electronic, alternative, indie, indie_rock, british, male_vocalists",rock,2009,207466,0.612,0.864,9,-3.214,1,0.0283,0.0346,5.69e-4,0.0816,0.388,143.002,4,3.4577666666666667,rock,0.01878032101202327,0.626,Rock,Fast
TRCWBID128F92FBB70,15,Time Flies,Lykke Li,https://p.scdn.co/mp3-preview/f42590b08a7915431a2d4be6e22b16d0f3f71305?cid=774b29d4f13844c495f206cafdad9c86,"electronic, indie, pop, female_vocalists, indie_pop, swedish, mellow",NA,2008,201360,0.461,0.359,0,-9.412,1,0.0335,0.33,6.32e-4,0.311,0.0448,131.806,4,3.356,rock,2.8414849221338415e-5,0.2019,Rock,Fast
TRCWBQM128F92C79FB,6,In A Lifetime,Clannad,https://p.scdn.co/mp3-preview/429c70e6592196d07e4d5ba90229dc117c2266bf?cid=774b29d4f13844c495f206cafdad9c86,"folk, new_age",NA,2008,188506,0.467,0.524,2,-9.927,0,0.0313,0.408,2.96e-5,0.0968,0.263,133.591,4,3.141766666666667,folk,1.1365939688535365e-5,0.3935,Folk,Fast
TRCWCET128E078B874,1201,King of Spain,The Tallest Man on Earth,https://p.scdn.co/mp3-preview/558625abb3c1778f99ce33733aba181188359c27?cid=774b29d4f13844c495f206cafdad9c86,"indie, folk, indie_rock, singer_songwriter, acoustic, swedish",rock,2010,208200,0.383,0.489,8,-8.334,1,0.0343,0.715,1.85e-6,0.0856,0.387,131.377,4,3.47,rock,0.002275082260988496,0.438,Rock,Fast
TRCWCIO128F4263368,105,Change The World,Eric Clapton,https://p.scdn.co/mp3-preview/4f4063b522fa0f2c0554bb5e026b1c897711c630?cid=774b29d4f13844c495f206cafdad9c86,"rock, pop, classic_rock, british, blues, 90s, love, guitar, blues_rock",NA,2015,234813,0.719,0.556,9,-8.77,1,0.0248,0.477,0.00511,0.0935,0.511,96.9,4,3.91355,rock,1.989039445493689e-4,0.5335000000000001,Rock,Medium
TRCWCYW128F92D43E7,28,I've Been Loving You Too Long,Otis Redding,https://p.scdn.co/mp3-preview/45fe9e241726ed140733e666ddbbca76e005a132?cid=774b29d4f13844c495f206cafdad9c86,"soul, blues, 60s, oldies",rock,2012,195013,0.494,0.226,9,-12.479,1,0.0302,0.541,3.08e-6,0.108,0.121,137.52,3,3.2502166666666668,rock,5.304105187983171e-5,0.1735,Rock,Fast
TRCWDHS128F92F607F,582,A Taste Of Honey,Herb Alpert and the Tijuana Brass,https://p.scdn.co/mp3-preview/9bc12358f91481aebcf7e29e6aa66324119d3cf2?cid=774b29d4f13844c495f206cafdad9c86,"jazz, instrumental",NA,2013,168333,0.539,0.356,5,-13.265,0,0.0334,0.77,0.903,0.163,0.511,80.921,4,2.80555,jazz & soul,0.0011024961497879304,0.4335,other,Medium
TRCWEHF128F933FEBF,3988,Quiet Little Voices,We Were Promised Jetpacks,https://p.scdn.co/mp3-preview/8461f42d1254751eb65fa11131bca1dd52028a96?cid=774b29d4f13844c495f206cafdad9c86,"indie_rock, post_punk",rock,2012,260106,0.146,0.984,4,-4.029,1,0.103,0.218,0.933,0.379,0.109,171.981,4,4.3351,rock,0.007554561246313173,0.5465,Rock,Fast
TRCWELB128F933FBB3,59,What It's All About,Girl Talk,https://p.scdn.co/mp3-preview/0a50b84cb0114f65fc865e77c463d2ee460951dd?cid=774b29d4f13844c495f206cafdad9c86,"dance, chillout, hip_hop",rap,2008,254705,0.714,0.709,11,-7.086,0,0.281,0.0651,0,0.743,0.764,90.109,4,4.2450833333333335,rap,1.117650736039311e-4,0.7364999999999999,Hip hop,Medium
TRCWEPE128F9318F9B,3,Inside Of You,Hoobastank,https://p.scdn.co/mp3-preview/2dbe18cc9adf6e45c6c628d23cb57299e517db2d?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative_rock, punk, punk_rock",NA,2010,191720,0.599,0.855,2,-4.72,0,0.0288,2.46e-4,0,0.0624,0.791,100.833,4,3.195333333333333,rock,5.682969844267683e-6,0.823,Rock,Medium
TRCWFHA128F9322C1B,1606,Give Up The Funk (Tear The Roof Off The Sucker),Parliament,https://p.scdn.co/mp3-preview/4434affa535c1b1a473f8446a84c1e9b158ed650?cid=774b29d4f13844c495f206cafdad9c86,"soul, funk, 70s",rnb,2002,345880,0.759,0.709,9,-9.652,1,0.0381,0.0954,1.96e-5,0.0819,0.903,105.778,4,5.764666666666667,rnb,0.003042283189964633,0.806,Jazz & Soul,Medium
TRCWFJN128F93047B6,2,I Had Too Much To Dream (Last Night),The Electric Prunes,https://p.scdn.co/mp3-preview/f60e58a277ff58c4dcffabc41e2b64e79fc78657?cid=774b29d4f13844c495f206cafdad9c86,"psychedelic, 60s, psychedelic_rock",NA,2008,176466,0.373,0.952,2,-2.106,0,0.0996,0.131,0.0128,0.378,0.274,147.086,4,2.9411,rock,3.788646562845122e-6,0.613,Rock,Fast
TRCWGJY128F92F89A7,30,To A Friend,Alexisonfire,https://p.scdn.co/mp3-preview/89ecaf4a7fd660be4eb6660d25d5630ba6d12dd5?cid=774b29d4f13844c495f206cafdad9c86,"metal, hardcore, emo, post_hardcore, screamo",rock,2006,196293,0.265,0.825,4,-5.421,0,0.0811,8.58e-4,0.00524,0.31,0.256,79.656,4,3.27155,rock,5.682969844267683e-5,0.5405,Rock,Slow
TRCWGPS128E0793B97,609,Boot Camp,Soundgarden,https://p.scdn.co/mp3-preview/c66f85f1a50740747ded9976742c8cd8274147b3?cid=774b29d4f13844c495f206cafdad9c86,grunge,rock,1996,179306,0.504,0.49,7,-12.413,1,0.0348,0.0128,0.0939,0.108,0.0397,128.787,4,2.9884333333333335,rock,0.0011536428783863397,0.26485,Rock,Fast
TRCWHAV128F9355801,48,Moscow,The Future Sound of London,https://p.scdn.co/mp3-preview/e44f7a15e8ab57c72f430fa29317d369b1accb31?cid=774b29d4f13844c495f206cafdad9c86,"electronic, ambient, experimental, industrial, trance, house, techno, idm",rock,1991,215000,0.677,0.785,0,-15.658,1,0.0718,3.72e-4,0.878,0.174,0.514,130.023,4,3.5833333333333335,rock,9.092751750828292e-5,0.6495,Rock,Fast
TRCWHMN12903CB062C,21,Killing Time,Metallica,https://p.scdn.co/mp3-preview/35c3dc29f0e07bae8297ae20f9d04105b04465e1?cid=774b29d4f13844c495f206cafdad9c86,"metal, hard_rock, heavy_metal, thrash_metal, cover",NA,2009,183733,0.47,0.99,1,-3.523,0,0.0584,1.71e-4,0.00414,0.12,0.353,117.054,4,3.0622166666666666,metal,3.9780788909873784e-5,0.6715,Metal,Medium
TRCWHXA128F92FB4D3,200,Eternal,Paradise Lost,https://p.scdn.co/mp3-preview/0a12a57937f7364b8f7de256d6eaaed3d82efa01?cid=774b29d4f13844c495f206cafdad9c86,"death_metal, doom_metal, gothic_metal",metal,2011,226746,0.216,0.978,7,-4.843,0,0.134,2.1e-4,0.143,0.0397,0.0481,128.142,4,3.7791,metal,3.788646562845122e-4,0.51305,Metal,Fast
TRCWIAX12903CC565C,1,Psychosis,Poets of the Fall,https://p.scdn.co/mp3-preview/ceab18ef267a194fe3c572008385bc1ba667acd6?cid=774b29d4f13844c495f206cafdad9c86,"rock, progressive_metal",NA,2008,265874,0.346,0.968,9,-4.787,1,0.147,0.00202,0,0.0606,0.401,98.927,3,4.431233333333333,metal,1.894323281422561e-6,0.6845,Metal,Medium
TRCWIZD128F42632F3,171,Tokyo Glitterati,Vector Lovers,https://p.scdn.co/mp3-preview/d4deeeff466a6638d848564fe337ca1b84794bee?cid=774b29d4f13844c495f206cafdad9c86,"electronic, idm",electronic,2005,400226,0.6,0.46,1,-13.624,1,0.0489,0.12,0.649,0.183,0.0791,106.017,4,6.670433333333333,electronic,3.2392928112325795e-4,0.26955,Electronic,Medium
TRCWJAG12903D02731,356,Take Your Breath Away,You Me at Six,https://p.scdn.co/mp3-preview/1bb9158c26acb85e785c61981b0a767c81b2edca?cid=774b29d4f13844c495f206cafdad9c86,"punk, pop_rock",rock,2010,183026,0.414,0.921,7,-5.013,0,0.0789,5.57e-4,1.03e-4,0.171,0.54,83.915,4,3.0504333333333333,rock,6.743790881864317e-4,0.7305,Rock,Medium
TRCWJKI128F429BBF2,2702,Röyksopp's Night Out,Röyksopp,https://p.scdn.co/mp3-preview/6bfd26dd545c6e06e69d4b95d080588e7c73d18a?cid=774b29d4f13844c495f206cafdad9c86,"electronic, ambient, instrumental, dance, chillout, trip_hop, downtempo, 00s, chill",electronic,2001,490213,0.652,0.941,10,-5.201,0,0.0748,0.00468,0.792,0.115,0.759,100.889,4,8.170216666666667,electronic,0.00511846150640376,0.85,Electronic,Medium
TRCWJLJ128F425A9F5,1,Quarks,Dirtyphonics,https://p.scdn.co/mp3-preview/a1ee644f43159d15916d2efb54e8bf00d661f6ae?cid=774b29d4f13844c495f206cafdad9c86,drum_and_bass,NA,2009,417997,0.477,0.954,1,-3.07,1,0.079,2.17e-5,0.868,0.378,0.313,175.057,4,6.966616666666667,electronic,1.894323281422561e-6,0.6335,Electronic,Fast
TRCWJVG128F93333C7,60,Worth It,Fifth Harmony,https://p.scdn.co/mp3-preview/c0f02a6635d964af34db76eaaa60f45c6c73580a?cid=774b29d4f13844c495f206cafdad9c86,"pop, female_vocalists, dance, hip_hop, rnb, male_vocalists",electronic,2015,223173,0.885,0.734,8,-4.888,1,0.0914,0.0645,3.9e-6,0.0615,0.631,99.99,4,3.71955,electronic,1.1365939688535366e-4,0.6825,Electronic,Medium
TRCWKGP128F425B70E,2,Slide Down,Melt-Banana,https://p.scdn.co/mp3-preview/2a70469bb99a9a37085f1e41e088199303637566?cid=774b29d4f13844c495f206cafdad9c86,"punk, japanese, noise",NA,2007,49546,0.29,0.996,6,-1.484,1,0.344,0.0076,0.371,0.343,0.281,124.089,4,0.8257666666666666,rock,3.788646562845122e-6,0.6385000000000001,Rock,Fast
TRCWKKW128F4213CFB,15,Head To Toe,Sean Paul,https://p.scdn.co/mp3-preview/2b22141f46b7db0e1d6c41399629e3a5f2e9bee5?cid=774b29d4f13844c495f206cafdad9c86,"hip_hop, reggae",NA,2005,261333,0.786,0.627,7,-7.424,0,0.484,0.438,0,0.0805,0.829,111.959,4,4.35555,hip hop,2.8414849221338415e-5,0.728,Hip hop,Medium
TRCWKNQ128F933D808,2,Badlands,Bruce Springsteen,https://p.scdn.co/mp3-preview/d69aa82720c5c7e4199c06cabb06c1b9979a40e7?cid=774b29d4f13844c495f206cafdad9c86,"rock, classic_rock, hard_rock, singer_songwriter, 70s",rock,2013,241586,0.608,0.784,4,-7.478,1,0.0505,0.088,1.06e-5,0.322,0.784,122.458,4,4.026433333333333,rock,3.788646562845122e-6,0.784,Rock,Fast
TRCWKOW128F92F69E3,4,Hurt So Good,Susan Cadogan,https://p.scdn.co/mp3-preview/a3c10d741c0176afa7ea51f428ecffafb15c18e5?cid=774b29d4f13844c495f206cafdad9c86,"reggae, ska",reggae,2011,186200,0.803,0.502,10,-9.302,1,0.175,0.233,3.97e-5,0.11,0.877,145.484,4,3.1033333333333335,reggae,7.577293125690244e-6,0.6895,Reggae,Fast
TRCWKXP128F42742AF,794,Open Your Heart,Madonna,https://p.scdn.co/mp3-preview/b0d6a43fe342ca5595bde99aa571f656f7d4376c?cid=774b29d4f13844c495f206cafdad9c86,"pop, female_vocalists, dance, 80s",rock,1990,231133,0.671,0.752,5,-10.03,1,0.0418,0.0158,0,0.103,0.847,113.065,4,3.8522166666666666,rock,0.0015040926854495134,0.7995,Rock,Medium
TRCWLAL12903CD44FD,4,Buena,Morphine,https://p.scdn.co/mp3-preview/d09ee9bbcd4202509c6b927294e48a9ff5579612?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, jazz, blues, 90s, blues_rock",blues,1993,199666,0.566,0.494,10,-12.242,0,0.0619,0.106,0.179,0.133,0.591,96.641,4,3.3277666666666668,blues,7.577293125690244e-6,0.5425,Jazz & Soul,Medium
TRCWLGP128F92EFF59,353,Shake Shake Shake,Shaggy,https://p.scdn.co/mp3-preview/d22271420333033a74197d671f60964482a76d81?cid=774b29d4f13844c495f206cafdad9c86,reggae,rock,2002,206160,0.903,0.63,11,-6.243,0,0.183,0.0458,0,0.0787,0.39,105.718,4,3.436,rock,6.686961183421641e-4,0.51,Rock,Medium
TRCWMCI128F9310315,729,Samba Magic,Basement Jaxx,https://p.scdn.co/mp3-preview/083031293672b3cadd2431aa71ea909c86fc69da?cid=774b29d4f13844c495f206cafdad9c86,"electronic, dance, house",NA,2005,296573,0.525,0.942,8,-6.046,1,0.0426,0.00245,0.72,0.341,0.698,129.866,4,4.9428833333333335,electronic,0.001380961672157047,0.82,Electronic,Fast
TRCWMHT128F428BA5D,12,Fat City,Airbourne,https://p.scdn.co/mp3-preview/846f9b1eeff0a07f56523915999d98068e286fda?cid=774b29d4f13844c495f206cafdad9c86,"hard_rock, heavy_metal",NA,2007,206760,0.637,0.931,2,-2.545,1,0.0928,0.00103,0.059,0.204,0.647,121.99,4,3.446,metal,2.273187937707073e-5,0.789,Metal,Fast
TRCWMJP12903CAB227,2278,Reversing,Four Tet,https://p.scdn.co/mp3-preview/5e7bb0dd2d4fb1a351718bfe6454b3d834f8d79e?cid=774b29d4f13844c495f206cafdad9c86,"electronic, ambient, experimental, idm",electronic,2010,160040,0.555,0.794,9,-19.606,0,0.0409,0.59,0.858,0.0848,0.373,114.98,4,2.667333333333333,electronic,0.004315268435080594,0.5835,Electronic,Medium
TRCWMQH128F1458F9A,2362,Socialist,Public Image Ltd.,https://p.scdn.co/mp3-preview/e461d0baf9af4f8671b25ee33b7f7503107fc87d?cid=774b29d4f13844c495f206cafdad9c86,"new_wave, post_punk",rock,1979,190000,0.657,0.55,2,-15.135,1,0.135,0.00457,0.913,0.115,0.756,188.375,4,3.1666666666666665,rock,0.0044743915907200895,0.653,Rock,Fast
TRCWMRG128F4290D17,82,Multiply,Xzibit,https://p.scdn.co/mp3-preview/3a24392f05df0a9a06bde8fe4586339dea076f20?cid=774b29d4f13844c495f206cafdad9c86,"rap, hip_hop",rap,2002,248106,0.915,0.719,11,-6.411,0,0.161,0.0285,0,0.0444,0.799,97.614,4,4.1351,rap,1.5533450907665e-4,0.759,Hip hop,Medium
TRCWNBH128F1468E6A,7,Honeymoon,Lana Del Rey,https://p.scdn.co/mp3-preview/6279b326e31efa88a0841ff26e4ad7f41f6c4f7f?cid=774b29d4f13844c495f206cafdad9c86,"female_vocalists, jazz, trip_hop, beautiful",NA,2017,353186,0.253,0.267,5,-12.755,0,0.0347,0.955,0.00609,0.106,0.158,106.309,1,5.886433333333334,hip hop,1.3260262969957928e-5,0.21250000000000002,Hip hop,Medium
TRCWNKQ128F934DF87,454,Chain,BACK-ON,https://p.scdn.co/mp3-preview/fb6e1d39510aaba827462aae35554f883a6b709c?cid=774b29d4f13844c495f206cafdad9c86,japanese,NA,2017,219800,0.505,0.942,8,-4.075,1,0.107,7.97e-4,0,0.0547,0.4,92.005,4,3.6633333333333336,NA,8.600227697658426e-4,0.671,other,Medium
TRCWOSG12903CF475F,7,Room 429,Strapping Young Lad,https://p.scdn.co/mp3-preview/734a8d11c8954c07184b9e59a9567d61397cef34?cid=774b29d4f13844c495f206cafdad9c86,"metal, industrial, progressive_metal, cover",metal,1997,321080,0.401,0.911,9,-6.01,1,0.0403,4.85e-4,2.49e-4,0.254,0.213,128.086,4,5.351333333333334,metal,1.3260262969957928e-5,0.562,Metal,Fast
TRCWOZI128F9353B1F,50,Can You Imagine,Dope Stars Inc.,https://p.scdn.co/mp3-preview/55fb38cd755804f22b07ef27245f8498fb3600b0?cid=774b29d4f13844c495f206cafdad9c86,"electronic, industrial, gothic",electronic,2006,256146,0.643,0.785,8,-4.87,1,0.0286,0.0139,0.00948,0.115,0.713,112.001,4,4.2691,electronic,9.471616407112805e-5,0.749,Electronic,Medium
TRCWPGQ128EF3449AA,2,Paraphilia,See You Next Tuesday,https://p.scdn.co/mp3-preview/52dbdf4c878475758c578d8efba6c5122d46986d?cid=774b29d4f13844c495f206cafdad9c86,"metalcore, grindcore",NA,2007,122493,0.195,0.906,11,-3.89,0,0.143,1.9e-5,0.432,0.0933,0.0391,159.711,3,2.04155,metal,3.788646562845122e-6,0.47255,Metal,Fast
TRCWPNJ12903CD4452,10,Caribou,Pixies,https://p.scdn.co/mp3-preview/1b247149546a4b81c0edf3d021666c8198347d61?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, american, post_punk, grunge",NA,1987,194560,0.43,0.652,0,-10.492,1,0.042,0.0426,0.00376,0.253,0.326,115.72,3,3.2426666666666666,rock,1.894323281422561e-5,0.489,Rock,Medium
TRCWPPM128F4256097,7,Children of God,Swans,https://p.scdn.co/mp3-preview/6aa73a44c4921c20da227b3f82920bef0765b0d2?cid=774b29d4f13844c495f206cafdad9c86,"industrial, post_punk, gothic, dark_ambient, noise, avant_garde",rock,2003,262066,0.474,0.623,7,-8.504,1,0.0606,0.191,4.36e-4,0.185,0.3,124.58,4,4.367766666666666,rock,1.3260262969957928e-5,0.4615,Rock,Fast
TRCWPSO128F1464F5F,39,Swallow It,Brandon Flowers,https://p.scdn.co/mp3-preview/6e6d66aac6b8e25d41a7f78be42f76cf27a53f39?cid=774b29d4f13844c495f206cafdad9c86,"rock, indie, pop, male_vocalists",NA,2010,174573,0.746,0.637,5,-10.099,1,0.0347,0.111,2.98e-5,0.0925,0.519,112.096,4,2.90955,rock,7.387860797547988e-5,0.5780000000000001,Rock,Medium
TRCWPZR128F426609A,303,O.C.B.,Timo Maas,https://p.scdn.co/mp3-preview/83db6026044f611551bf8efe989da3a1bfe2cb26?cid=774b29d4f13844c495f206cafdad9c86,"electronic, trance, house",electronic,2001,318826,0.73,0.861,6,-5.514,1,0.0397,0.105,0.956,0.0787,0.74,129.988,4,5.313766666666667,electronic,5.73979954271036e-4,0.8005,Electronic,Fast
TRCWQBL12903CE8816,319,Death Is Just a Feeling,Avantasia,https://p.scdn.co/mp3-preview/d15227501bb2c9041bf515121211a9cb75cc91a7?cid=774b29d4f13844c495f206cafdad9c86,"power_metal, symphonic_metal",metal,2010,324053,0.5,0.732,7,-4.323,1,0.0396,3.28e-4,3.86e-4,0.05,0.257,120.044,4,5.400883333333334,metal,6.04289126773797e-4,0.4945,Metal,Fast
TRCWQCQ12903CD2CD3,38,Cradle to the Grave,Mobb Deep,https://p.scdn.co/mp3-preview/f299534096311ab2f1cb30266892ef7f6e04c570?cid=774b29d4f13844c495f206cafdad9c86,"rap, hip_hop",NA,2014,297880,0.647,0.662,1,-5.443,1,0.339,0.0342,0,0.185,0.346,173.093,4,4.964666666666667,hip hop,7.198428469405732e-5,0.504,Hip hop,Fast
TRCWQQK128F930C013,12,Lies And Deceit,Hatesphere,https://p.scdn.co/mp3-preview/798f96e08e8e9f07d5ac0929178ec161bce324c7?cid=774b29d4f13844c495f206cafdad9c86,"death_metal, thrash_metal",metal,2007,195506,0.323,0.957,8,-3.614,1,0.133,5.32e-6,0.0227,0.25,0.531,104.952,4,3.2584333333333335,metal,2.273187937707073e-5,0.744,Metal,Medium
TRCWRLK128F1499B7E,8,Josie,blink-182,https://p.scdn.co/mp3-preview/0ceba8a4427cddcc571d78a90ff90299c81e9524?cid=774b29d4f13844c495f206cafdad9c86,"alternative, punk, punk_rock, 90s, love",NA,2005,185368,0.378,0.944,4,-6.517,1,0.0541,1.24e-5,3.4e-6,0.153,0.614,100.206,4,3.0894666666666666,rock,1.5154586251380489e-5,0.7789999999999999,Rock,Medium
TRCWRLZ128EF34B400,41,Everlasting Arms,Vampire Weekend,https://p.scdn.co/mp3-preview/e9f66fd9cad5e1de30dcc64ccd73e07ec7062f7c?cid=774b29d4f13844c495f206cafdad9c86,"indie, pop, indie_rock, american, indie_pop",NA,2013,183320,0.664,0.702,11,-8.072,1,0.188,0.472,0.00352,0.107,0.526,119.852,4,3.0553333333333335,rock,7.7667254538325e-5,0.614,Rock,Medium
TRCWRMW128F9358D6A,3,"Lions, Tigers & Bears",Jazmine Sullivan,https://p.scdn.co/mp3-preview/ecb5a2cda991ed91692905d9af4204817a07b3ad?cid=774b29d4f13844c495f206cafdad9c86,"female_vocalists, soul, rnb",NA,2008,251200,0.576,0.515,6,-6.178,1,0.0295,0.0788,0,0.118,0.407,95.406,3,4.1866666666666665,jazz & soul,5.682969844267683e-6,0.46099999999999997,other,Medium
TRCWSPC128F423EB5D,497,Fountain,PJ Harvey,https://p.scdn.co/mp3-preview/0d4471db0bfc0146310966b617be4adbc00128f0?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, post_punk",NA,1992,232560,0.482,0.315,9,-16.123,0,0.0343,0.446,0.0111,0.0944,0.0828,146.494,4,3.876,rock,9.414786708670128e-4,0.1989,Rock,Fast
TRCWSXZ128F9309724,24,Tensor in Green,Squarepusher,https://p.scdn.co/mp3-preview/bb310bf4175d5b96570645baf95d14d0608fb0da?cid=774b29d4f13844c495f206cafdad9c86,"jazz, idm, avant_garde",electronic,2008,221946,0.177,0.815,9,-8.876,1,0.0504,1.9e-4,0.124,0.286,0.699,89.574,4,3.6991,electronic,4.546375875414146e-5,0.7569999999999999,Electronic,Medium
TRCWTOO128F425E008,248,So You Say You Lost Your Baby,Death in Vegas,https://p.scdn.co/mp3-preview/8c883a378674535ba85284468bfb2cc347bf9b95?cid=774b29d4f13844c495f206cafdad9c86,"rock, electronic, alternative, trip_hop, psychedelic_rock",NA,2003,177840,0.454,0.843,9,-4.078,1,0.0371,0.00128,0.00231,0.333,0.767,133.264,4,2.964,rock,4.697921737927951e-4,0.8049999999999999,Rock,Fast
TRCWUEK128F9319657,3,Witchwood,Blood Ceremony,https://p.scdn.co/mp3-preview/3a711c729fa2e0a1940d144a894791ab59164226?cid=774b29d4f13844c495f206cafdad9c86,"doom_metal, psychedelic_rock",NA,2013,416693,0.248,0.708,0,-7.467,1,0.0523,0.0111,0.176,0.336,0.407,77.496,4,6.944883333333333,metal,5.682969844267683e-6,0.5575,Metal,Slow
TRCWUHI12903CCC8F5,6,Hard Travelin',Woody Guthrie,https://p.scdn.co/mp3-preview/ca01692b242c8a72eeb1237c983de7b80f2940a3?cid=774b29d4f13844c495f206cafdad9c86,"folk, country, oldies",NA,2013,154826,0.6,0.366,2,-9.626,1,0.0447,0.94,0.42,0.114,0.849,128.241,4,2.580433333333333,folk,1.1365939688535365e-5,0.6074999999999999,Folk,Fast
TRCWUNA128E07924D4,44,Blood Pressure,Mutemath,https://p.scdn.co/mp3-preview/0211d349242138904932f83bdb3e428baaf02d74?cid=774b29d4f13844c495f206cafdad9c86,"alternative, indie, lounge",NA,2011,183826,0.572,0.939,7,-3.263,1,0.0382,0.00105,0.14,0.0329,0.632,112.43,3,3.0637666666666665,rock,8.335022438259269e-5,0.7855,Rock,Medium
TRCWUYQ12903CD1FB3,37,Classifieds,The Academy Is...,https://p.scdn.co/mp3-preview/3e8ab9215f96407f23c9d66e1c4c2760126f6648?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, indie, punk, indie_rock, indie_pop, emo, love, pop_rock",rnb,2005,172440,0.632,0.751,0,-5.408,1,0.065,0.00948,0,0.108,0.497,127.947,4,2.874,rnb,7.008996141263475e-5,0.624,Jazz & Soul,Fast
TRCWUZY128F92F7D5C,11,Can I Get A Witness,Marvin Gaye,https://p.scdn.co/mp3-preview/3e50f6345a9d0a1326a0aed475da0c8dda0116cf?cid=774b29d4f13844c495f206cafdad9c86,"soul, funk, 60s, rnb",NA,2014,167968,0.623,0.789,8,-3.114,1,0.0253,0.375,4.24e-6,0.149,0.654,84.75,4,2.7994666666666665,jazz & soul,2.083755609564817e-5,0.7215,other,Medium
TRCWVLH128F93308B8,19,Faustine,The Mount Fuji Doomjazz Corporation,https://p.scdn.co/mp3-preview/1f3bfdc666ca5d6be5dd1db544adbb983235c647?cid=774b29d4f13844c495f206cafdad9c86,"jazz, dark_ambient",jazz,2009,510000,0.275,0.885,9,-9.29,1,0.135,0.137,0.917,0.0978,0.04,109.214,4,8.5,jazz,3.599214234702866e-5,0.4625,Jazz & Soul,Medium
