track_id,name,artist,year,genre_grouped,energy,valence,mood,total_plays,popularity_norm,tempo_class
TRBFIMR128F4277912,Segertåget,Maskinen,2008,Electronic,0.753,0.574,0.6635,351,6.649074717793189e-4,Medium
TRBFJBJ128F92F9589,You Don't Know Her Name,Maps,2014,Rock,0.74,0.148,0.444,465,8.808603258614909e-4,Medium
TRBFJMI128F92E535C,Private Dancer,Tina Turner,2012,Reggae,0.635,0.469,0.552,25,4.735808203556403e-5,Medium
TRBFJQM128F14A9877,Sunday Arak,Balkan Beat Box,2014,World,0.833,0.916,0.8745,3120,0.00591028863803839,Medium
TRBFKOV128F426DDF1,Birds and the Bees,The Bird and the Bee,2007,Rock,0.368,0.214,0.291,6832,0.012942016658678937,Fast
TRBFKSX12903D123A2,Never Dead,Megadeth,2011,Metal,0.934,0.281,0.6075,287,5.43670781768275e-4,Medium
TRBFMAS128E078F352,Marvel Hill,The Cardigans,1998,Rock,0.61,0.242,0.426,275,5.209389023912043e-4,Medium
TRBFOGK128F427B6A0,Hufsa,Arcturus,2017,Metal,0.762,0.201,0.48150000000000004,44,8.335022438259269e-5,Fast
TRBFOIS12903CF81D1,Reprogramming Mental Preprogramming,Dance Gavin Dance,2008,Rock,0.974,0.66,0.817,201,3.8075897956593474e-4,Fast
TRBFOQG128E07836F9,You're So Foxy,No Doubt,2004,Rock,0.899,0.444,0.6715,37,7.008996141263475e-5,Fast
TRBFOYD128F428FB88,Agenbite of Inwit,The Most Serene Republic,2007,Rock,0.714,0.167,0.4405,14,2.6520525939915856e-5,Medium
TRBFPOV128F422BFD2,We All Turn Back To Dust,From First to Last,2008,Rock,0.983,0.215,0.599,411,7.785668686646726e-4,Fast
TRBFRVY128F147B93A,The Passage,Arcana,2005,Electronic,0.473,0.431,0.45199999999999996,6,1.1365939688535365e-5,Fast
TRBFSRX128F1485AF0,Storm In A Teacup,Milburn,2006,Rock,0.935,0.774,0.8545,48,9.092751750828292e-5,Fast
TRBFTBY128F426663E,She Couldn't Change Me,Montgomery Gentry,1999,country,0.915,0.766,0.8405,1115,0.0021121704587861554,Medium
TRBFTWW12903CC792F,Leavin' A Lonely Town,Easton Corbin,2010,country,0.483,0.299,0.391,799,0.0015135643018566263,Fast
TRBFUTI128F145EAD0,Never Let It Go,Mushroomhead,1996,Metal,0.871,0.12,0.4955,90,1.704890953280305e-4,Fast
TRBFVEP128F42621E3,The World Comes Tumblin',The Distillers,2000,Rock,0.97,0.318,0.644,283,5.360934886425848e-4,Fast
TRBFVJZ128F429EF63,Swallow People Whole,The Receiving End of Sirens,2007,Rock,0.813,0.37,0.5914999999999999,103,1.951152979865238e-4,Fast
TRBFVVP128F425A56F,Atombomb,Håkan Hellström,2007,Pop,0.702,0.413,0.5575,138,2.614166128363134e-4,Medium
TRBFWDH128F422C118,The Wanderer's Lamentation,Kiuas,2008,Metal,0.778,0.388,0.583,8,1.5154586251380489e-5,Fast
TRBFXEX128F4253569,Japanese Electronics,Commix,2007,Electronic,0.904,0.368,0.636,73,1.3828559954384695e-4,Fast
TRBFXJJ128F1453E66,Satta Massa Gana,The Abyssinians,2007,Reggae,0.697,0.725,0.711,429,8.126646877302787e-4,Fast
TRBFXMJ12903CB50F6,Freaxxx,Brokencyde,2012,Electronic,0.74,0.131,0.4355,1459,0.0027638176675955166,Medium
TRBFXNC128EF3439E3,One To Blame,Anna Ternheim,2006,Pop,0.476,0.123,0.2995,28,5.304105187983171e-5,Fast
TRBFYSE128E0783EA5,Lil' Ghetto Boy,Dr. Dre,1992,Hip hop,0.764,0.515,0.6395,517,9.79365136495464e-4,Fast
TRBFZFS128F1459553,New England,Big D And The Kids Table,2002,Jazz & Soul,0.803,0.309,0.556,1,1.894323281422561e-6,Medium
TRBFZTE128F428037F,Left Outside Alone,Anastacia,2008,Pop,0.61,0.265,0.4375,111,2.1026988423790427e-4,Medium
TRBFZYM128F427BBEA,Let's Make Out,"Does It Offend You, Yeah?",2008,Electronic,0.958,0.775,0.8665,985,0.0018659084322012226,Fast
TRBGAEH12903CB788F,Absolute Space,Koop,1997,Hip hop,0.355,0.048,0.20149999999999998,708,0.0013411808832471733,Fast
TRBGAPR128F930FC21,From,Goldmund,2007,Jazz & Soul,0.148,0.349,0.2485,39,7.387860797547988e-5,Fast
TRBGASH12903CFB3C1,Truly,Lionel Richie,2006,Pop,0.237,0.149,0.193,45,8.524454766401525e-5,Fast
TRBGAUX128F42B8801,Black Sand,Jenny Lewis,2008,Rock,0.364,0.433,0.39849999999999997,388,7.349974331919537e-4,Fast
TRBGCBV128F426CD4A,Dash And Blast,Yndi Halda,2007,Rock,0.548,0.0557,0.30185,273,5.171502558283591e-4,Medium
TRBGCWK12903CB52E7,Epoca,Gotan Project,2011,Electronic,0.614,0.689,0.6515,64,1.2123669001104391e-4,Medium
TRBGDAX128F93497AB,Generation Of Love,Rocco,2009,Electronic,0.987,0.396,0.6915,308,5.834515706781487e-4,Fast
TRBGDRP128F932DBA1,Green Knight,Memory Tapes,2009,Electronic,0.769,0.549,0.659,352,6.668017950607415e-4,Fast
TRBGHDW128F426F8A1,Don't Fake This,Chevelle,2002,Rock,0.902,0.38,0.641,1540,0.002917257853390744,Medium
TRBGIJV128F9314358,Althea,Grateful Dead,2014,Rock,0.284,0.584,0.43399999999999994,3,5.682969844267683e-6,Medium
TRBGITL12903CF2662,Fear the Sea,The Gathering,1995,Metal,0.81,0.257,0.5335000000000001,136,2.576279662734683e-4,Fast
TRBGJJI128F42574E1,In the Rain,The Dramatics,2010,other,0.493,0.51,0.5015000000000001,32,6.0618345005521955e-5,Slow
TRBGJNR128F147937B,Make Out Fall Out Make Up,Love Is All,2006,Rock,0.863,0.295,0.579,109,2.0648123767505916e-4,Fast
TRBGJPM128F93048FA,My Ship Isn't Pretty,Kings of Convenience,2009,Rock,0.116,0.158,0.137,1571,0.0029759818751148434,Slow
TRBGKGR128F92EE206,Telegrama,Zeca Baleiro,2013,other,0.501,0.394,0.4475,1322,0.002504295378040626,Medium
TRBGLQE128F9320677,Harbinger,Mike Oldfield,2008,Metal,0.14,0.141,0.1405,214,4.0538518222442806e-4,Fast
TRBGLRA128F92E5257,Dal,Skinny Puppy,2014,Electronic,0.969,0.197,0.583,652,0.0012350987794875097,Medium
TRBGLRU128F42A1F00,Leather Prowler,Liars,2007,Rock,0.86,0.103,0.4815,48,9.092751750828292e-5,Fast
TRBGLUJ128F424CE50,Form,Poliça,2012,other,0.916,0.874,0.895,5,9.471616407112804e-6,Medium
TRBGMGC128F4293B53,Evil in a Closet,In Flames,2004,Metal,0.905,0.655,0.78,1733,0.0032828622467052982,Medium
TRBGOYM12903CF821B,In Sincerity,For the Fallen Dreams,2010,Metal,0.925,0.233,0.5790000000000001,71,1.3449695298100185e-4,Fast
TRBGPCJ12903CA1FDB,White Chords,These New Puritans,2010,Rock,0.535,0.462,0.49850000000000005,148,2.80359845650539e-4,Medium
TRBGPKH128F92EC25B,Impossible Brutality,Kreator,2005,Metal,0.96,0.486,0.723,292,5.531423981753878e-4,Medium
TRBGPXH12903CB2CCD,Mondegreen,Yeasayer,2010,Rock,0.98,0.212,0.596,2385,0.004517961026192808,Medium
TRBGQYF12903CEF1DB,Day Dreaming,Aretha Franklin,2007,other,0.278,0.282,0.28,22,4.167511219129634e-5,Fast
TRBGSFN128F9324F03,Love Letter to Japan,The Bird and the Bee,2009,Rock,0.693,0.749,0.721,8936,0.016927672842792004,Fast
TRBGUEM12903C95573,Rostro,Murcof,2005,Electronic,0.408,0.0546,0.23129999999999998,318,6.023948034923744e-4,Fast
TRBGUJF128F425803E,Close to Home,The Get Up Kids,1999,Rock,0.917,0.479,0.698,12,2.273187937707073e-5,Fast
TRBGUKK128F427289D,Early Till Late,Cantoma,2010,Electronic,0.0704,0.0516,0.061,322,6.099720966180646e-4,Slow
TRBGVWJ128F14AE214,Bleed Alone,Haste the Day,2005,Metal,0.983,0.368,0.6755,110,2.0837556095648171e-4,Medium
TRBGWGB12903CF5E67,Maddening Disdain,Arsis,2004,Metal,0.987,0.209,0.598,31,5.872402172409939e-5,Medium
TRBGYGQ128F428B0B0,Fast Eddie,Amon Tobin,1998,Hip hop,0.801,0.327,0.5640000000000001,1,1.894323281422561e-6,Fast
TRBHAGN128F424C5AF,The Source,God Module,2005,Electronic,0.996,0.605,0.8005,13,2.4626202658493293e-5,Fast
TRBHAQN12903CF2631,The Frantic Pace Of Dying,Cryptopsy,2005,Metal,0.985,0.0631,0.52405,6,1.1365939688535365e-5,Fast
TRBHCVC128F930CF55,Funny,Scars on Broadway,2008,Jazz & Soul,0.902,0.819,0.8605,4,7.577293125690244e-6,Fast
TRBHDPG128F92D2608,Bright Pink Bookmark,Frightened Rabbit,2008,Rock,0.686,0.561,0.6235,54,1.0229345719681829e-4,Fast
TRBHDSY128E07936F8,In The Meantime,Helmet,2003,Metal,0.914,0.5,0.7070000000000001,8,1.5154586251380489e-5,Fast
TRBHEKS12903CF255C,Peacemaker,Green Day,2009,Metal,0.956,0.796,0.876,13,2.4626202658493293e-5,Medium
TRBHFVD128F4248837,Music for the Head,Porcupine Tree,2004,Rock,0.094,0.0309,0.06245,779,0.001475677836228175,Fast
TRBHGTT128E079878C,The Might of Rome,Hans Zimmer,2000,Classical,0.332,0.0357,0.18385,2,3.788646562845122e-6,Medium
TRBHHJS128F92CBC2D,Soap Star Joe,Liz Phair,1993,Rock,0.757,0.786,0.7715000000000001,2749,0.00520749470063062,Fast
TRBHHUB12903D09FEA,Skiff For The Suits,Arsonists Get All The Girls,2009,Metal,0.964,0.379,0.6715,54,1.0229345719681829e-4,Medium
TRBHILV12903CB6655,Modern Drift,Efterklang,2010,Rock,0.608,0.311,0.4595,1613,0.003055543452934591,Medium
TRBHJPQ128E078ED8F,Everybody's Gonna Be Happy,Queens of the Stone Age,2002,Rock,0.887,0.574,0.7304999999999999,1224,0.002318651696461215,Fast
TRBHKCL128F425A036,Shoot the Dog,George Michael,2004,Pop,0.873,0.463,0.668,7,1.3260262969957928e-5,Medium
TRBHLDQ128F423EF10,Blue Orchid,The White Stripes,2005,Rock,0.657,0.611,0.634,11082,0.020992890604724822,Fast
TRBHLFJ12903D059BF,Hold Your Head Up,Argent,2003,Rock,0.715,0.473,0.594,55,1.0418778047824086e-4,Medium
TRBHLJA128F425B694,Valkyries,Blind Guardian,2010,Metal,0.931,0.101,0.516,84,1.5912315563949514e-4,Fast
TRBHLYP12903D0D107,4X4,The Acacia Strain,2006,Metal,0.988,0.0832,0.5356,1407,0.0026653128569615434,Medium
TRBHNMX128F427C2A4,Nothing Nowhere,Jakalope,2005,Rock,0.906,0.333,0.6195,44,8.335022438259269e-5,Fast
TRBHORD128F423DEF9,Thrones and Dominions,Earth,1995,other,0.0116,0.0375,0.02455,20,3.788646562845122e-5,Medium
TRBHQHN128F148A1B3,Green Mind,Dinosaur Jr.,1991,Rock,0.938,0.561,0.7495,224,4.243284150386537e-4,Fast
TRBHQKX128F424D544,Losing Time / Grand Finale,Dream Theater,2002,Metal,0.697,0.038,0.3675,174,3.2961225096752564e-4,Fast
TRBHQME128F429B01C,Invalid Litter Dept.,At the Drive-In,2000,Metal,0.911,0.464,0.6875,898,0.0017011023067174597,Fast
TRBHQRU128F93129F9,Ageispolis,Aphex Twin,1992,Electronic,0.393,0.441,0.41700000000000004,1632,0.0030915355952816194,Medium
TRBHQUM128F9309DE1,Michael a Grammar,Broadcast,2005,Rock,0.632,0.777,0.7045,371,7.027939374077702e-4,Fast
TRBHQZM128F42A52D2,All The Things That Go To Make Heaven And Earth,The New Pornographers,2007,Rock,0.977,0.941,0.959,1915,0.0036276290839242042,Fast
TRBHRCV128F423EE42,Animal Machine,The Vines,2004,Electronic,0.878,0.573,0.7255,205,3.88336272691625e-4,Fast
TRBHRVW12903CE4CCC,Successful,Ariana Grande,2018,Pop,0.603,0.735,0.669,4,7.577293125690244e-6,Medium
TRBHSCI128F92E3887,Giver,Patrick Watson,2006,Rock,0.594,0.183,0.38849999999999996,623,0.0011801634043262556,Fast
TRBHSUJ128F9321DE3,En Attendant,Carmen Maria Vega,2009,other,0.213,0.588,0.40049999999999997,6,1.1365939688535365e-5,Fast
TRBHSWE128F146CB4C,Glasgow Mega-Snake,Mogwai,2006,Rock,0.707,0.0325,0.36974999999999997,1489,0.002820647366038193,Fast
TRBHTHK128F1473EE3,Never Be A Star,Helloween,2003,Metal,0.965,0.113,0.539,8,1.5154586251380489e-5,Fast
TRBHTPX12903D02CF1,Little Boys in the Ghetto,Suburban Kids with Biblical Names,2005,Rock,0.836,0.966,0.901,12,2.273187937707073e-5,Medium
TRBHTYY128F92ED8BB,Första sista,Familjen,2007,Electronic,0.855,0.843,0.849,235,4.4516597113430185e-4,Medium
TRBHUSP128F4242DD0,Should've Been A Cowboy,Toby Keith,2010,country,0.801,0.717,0.759,4169,0.007897433760250656,Fast
TRBHUSQ128F930691F,Hopeless Case,Less Than Jake,2006,Rock,0.927,0.61,0.7685,7,1.3260262969957928e-5,Fast
TRBHUYM128E07989DB,Sæglópur,Sigur Rós,2005,Rock,0.484,0.0735,0.27875,7613,0.014421483141469958,Medium
TRBHVEV128F425C018,One In A Million,Bosson,2001,Jazz & Soul,0.883,0.676,0.7795000000000001,5410,0.010248288952496055,Medium
TRBHWIA128E07930BD,I'm A Liar,The Pigeon Detectives,2008,Rock,0.91,0.609,0.7595000000000001,34,6.440699156836708e-5,Medium
TRBHWMT128F933476D,No Use Crying Over (Some Techno),65daysofstatic,2009,Rock,0.778,0.264,0.521,95,1.799607117351433e-4,Fast
TRBHXUF12903CDD20B,Silver Rain Fell,Scorn,1994,Electronic,0.801,0.29,0.5455,30,5.682969844267683e-5,Medium
TRBHXVX128F42689B6,Nothing's Forever,Entwine,2010,Metal,0.835,0.134,0.4845,45,8.524454766401525e-5,Fast
TRBHYJI12903CB537C,Living on the Edge,Stéphane Pompougnac,2003,Electronic,0.72,0.824,0.772,12,2.273187937707073e-5,Medium
TRBHYLS128F42333EE,To Talk To You,PJ Harvey,2007,Rock,0.179,0.0398,0.1094,647,0.001225627163080397,Medium
TRBHZUN12903CA60F7,IRM,Charlotte Gainsbourg,2009,Rock,0.604,0.327,0.4655,745,0.0014112708446598079,Fast
TRBIBHM128F92C5689,Let's Make This Moment a Crime,The Format,2002,Rock,0.823,0.651,0.737,24,4.546375875414146e-5,Medium
TRBIBHS128F9330E40,Break The Glass,The Suicide Machines,2002,Rock,0.991,0.646,0.8185,14,2.6520525939915856e-5,Medium
TRBIBKA128F42947BF,Die Meisten,Samy Deluxe,2001,Hip hop,0.853,0.932,0.8925000000000001,156,2.9551443190191953e-4,Fast
TRBIBLJ12903CCF436,Papa Don't Preach,Madonna,2009,Pop,0.908,0.962,0.935,4145,0.007851970001496516,Fast
TRBIBQA128F930CF39,Steal Away,Robbie Dupree,2012,other,0.425,0.864,0.6445,3,5.682969844267683e-6,Medium
TRBIDSS128F92CD6C3,Phantasm,Biosphere,1994,Electronic,0.21,0.0386,0.1243,7,1.3260262969957928e-5,Fast
TRBIEMV128F1492C82,Big Furry Head,Amon Tobin,2007,Electronic,0.827,0.0386,0.43279999999999996,346,6.554358553722061e-4,Slow
TRBIFFV128F930DE98,Ride A White Swan,T. Rex,2015,Rock,0.528,0.74,0.634,2365,0.004480074560564357,Fast
TRBIGBJ128F92ECBD0,We All Lose One Another,Jason Collett,2008,Rock,0.605,0.656,0.6305000000000001,91,1.7238341860945306e-4,Medium
TRBIGQW128F427F096,Bright Blue Tie,The Fiery Furnaces,2003,Rock,0.267,0.584,0.4255,29,5.493537516125427e-5,Fast
TRBIGRK12903CA77C3,Zimbabwe,Bob Marley & The Wailers,1992,Reggae,0.47,0.819,0.6445,27,5.1146728598409146e-5,Fast
TRBIGRY128F42597B3,All About Our Love,Sade,2000,Jazz & Soul,0.521,0.646,0.5835,503,9.528446105555482e-4,Medium
TRBIGTE128F932FAC6,Private Universe,Jon Hopkins,2010,Electronic,0.568,0.389,0.4785,253,4.7926379019990796e-4,Fast
TRBIGTY128F4261347,Toxic Love,Popof,2009,Electronic,0.656,0.0346,0.3453,218,4.129624753501183e-4,Fast
TRBIHXP128E07923D2,Mama Didn't Raise No Fool,Primus,1999,Rock,0.86,0.497,0.6785,281,5.323048420797396e-4,Medium
TRBIICN128F4280D70,Into the Ground,Acid King,2005,Rock,0.711,0.341,0.526,8,1.5154586251380489e-5,Medium
TRBIIEU128F9307C88,Don't Let Her Pull You Down,New Found Glory,2013,Metal,0.991,0.198,0.5945,604,0.0011441712619792268,Medium
TRBIIVV128F42A4C92,Shadow Journal,Max Richter,2004,Electronic,0.102,0.0356,0.0688,6708,0.012707120571782539,Fast
TRBIJES12903CF5B12,Harboring An Apparition,Mouth of the Architect,2006,Metal,0.454,0.0374,0.2457,1,1.894323281422561e-6,Fast
TRBIJIA128F1464AB4,Body,Sean Paul,2012,Reggae,0.878,0.689,0.7835,10,1.894323281422561e-5,Fast
TRBIJMU12903CF892B,The Hanged Man,Moonspell,1998,Metal,0.631,0.0795,0.35525,63,1.1934236672962134e-4,Fast
TRBIKGI128F4252558,The scourge of the fourth celestial host,Bal-Sagoth,1999,Metal,0.949,0.375,0.6619999999999999,6,1.1365939688535365e-5,Medium
TRBIKWS12903CC16C6,Tax Free,Jimi Hendrix,2013,Rock,0.902,0.308,0.605,230,4.35694354727189e-4,Medium
TRBILJN128F934AE2C,Jazz it at Home,Birdy Nam Nam,2006,other,0.685,0.532,0.6085,160,3.0309172502760974e-4,Fast
TRBIONU128F149009B,My Fair Lady,The Bird and the Bee,2007,Electronic,0.557,0.494,0.5255000000000001,1594,0.0030195513105875623,Fast
TRBIOWO128F9337AF2,Hyped-Up Plus Tax,Dabrye,2001,Electronic,0.335,0.473,0.404,90,1.704890953280305e-4,Medium
TRBIPTW128F4284129,La La Means I Love You,Alton Ellis,2013,Reggae,0.502,0.674,0.5880000000000001,33,6.251266828694451e-5,Medium
TRBIPUP128F4286705,The Tide,Neurosis,2001,Metal,0.337,0.0371,0.18705000000000002,22,4.167511219129634e-5,Fast
TRBIPZI12903CD03B9,The Listening,Lights,2009,Rock,0.739,0.588,0.6635,543,0.0010286175418124507,Fast
TRBIQMK128F92EB748,In Nomine Patris,Avantasia,2001,Metal,0.189,0.0291,0.10905000000000001,364,6.895336744378122e-4,Fast
TRBIRKT12903CA6EAB,Tap Out,The Strokes,2013,Hip hop,0.752,0.638,0.6950000000000001,11,2.083755609564817e-5,Medium
TRBIRTM128F934B83B,Saturday Satan,Powerwolf,2007,Metal,0.811,0.206,0.5085000000000001,23,4.35694354727189e-5,Medium
TRBISGQ128F92F695A,Neon Ocean,Beseech,2000,Metal,0.522,0.105,0.3135,14,2.6520525939915856e-5,Fast
TRBITRW128F42812B5,Bang Your Drum,Wolf Parade,2008,Rock,0.624,0.459,0.5415,215,4.0727950550585064e-4,Medium
TRBIVUY128F148724E,Drunk Kid Catholic,Bright Eyes,2006,Rock,0.576,0.384,0.48,15579,0.029511662401282078,Slow
TRBIVWU128F92CA9D2,Skin and Bones,Foo Fighters,2019,Rock,0.396,0.302,0.349,4810,0.009111694983642518,Medium
TRBIWCA128F424A794,Parade Acoustique,Babylon Circus,2004,Reggae,0.323,0.837,0.58,112,2.1216420751932685e-4,Fast
TRBIWGS128F931BCCB,Two Ways Out,Darker My Love,2008,Rock,0.833,0.216,0.5245,113,2.140585308007494e-4,Medium
TRBIWSB128F9324931,Shawshank Absolution,Underneath the Gun,2009,Metal,0.943,0.373,0.6579999999999999,8,1.5154586251380489e-5,Medium
TRBIXSP128F9350E45,Invaders Must Die (Chase & Status Remix),The Prodigy,2009,Electronic,0.924,0.0393,0.48165,110,2.0837556095648171e-4,Fast
TRBIYQO128F424842F,Beatnik,Nu:Tone,2009,Electronic,0.994,0.556,0.775,15,2.8414849221338415e-5,Fast
TRBIYUC12903CC766E,Stay Lit,Holy Fuck,2010,Electronic,0.816,0.374,0.595,3991,0.007560244216157441,Fast
TRBIZJO128F4259F57,Patterns in the Ivy,Opeth,2001,Metal,0.268,0.485,0.3765,879,0.0016651101643704311,Fast
TRBJAKZ12903CF8C6B,Earth Imagery,Borknagar,2006,Metal,0.379,0.184,0.2815,39,7.387860797547988e-5,Fast
TRBJARK128F1465649,Le Banquet,Yann Tiersen,2001,World,0.396,0.574,0.485,10421,0.019740742915704507,Medium
TRBJARV128F9311153,You Could Have It So Much Better,Franz Ferdinand,2005,Rock,0.956,0.53,0.743,1120,0.0021216420751932683,Fast
TRBJBKO12903CC14CE,Stone's Ode,Mount Eerie,2009,Rock,0.134,0.126,0.13,23,4.35694354727189e-5,Fast
TRBJBOJ128E0792E41,Shooting Up In Vain,Eagle-Eye Cherry,1998,Rock,0.4,0.121,0.2605,182,3.447668372189061e-4,Medium
TRBJBOX128F148DABD,The Animals Were Gone,Damien Rice,2006,Rock,0.271,0.254,0.2625,1787,0.0033851557039021167,Slow
TRBJCSO128F426490B,Simonize,Pete Yorn,2001,Rock,0.487,0.268,0.3775,42,7.956157781974757e-5,Fast
TRBJDMB128F930D421,Sad And Lonely Times,Country Joe & The Fish,2006,Rock,0.376,0.856,0.616,40,7.577293125690244e-5,Fast
TRBJFDB128F428DF1E,Long Arm Of The Law,Looptroop,2000,Hip hop,0.62,0.798,0.7090000000000001,20963,0.039710698948461146,Medium
TRBJFPY128F428C8C7,"Trade Winds, White Heat",Tim Hecker,2003,Electronic,0.0139,0.0307,0.0223,10,1.894323281422561e-5,Medium
TRBJGGZ128F425A212,Hey Ya,Obadiah Parker,2007,Pop,0.489,0.572,0.5305,144,2.727825525248488e-4,Fast
TRBJHKW128F1485B62,Pressure on Julian,Blur,1993,Rock,0.813,0.332,0.5725,186,3.523441303445963e-4,Fast
TRBJIED12903CC5950,Run For Your Life,Jack Peñate,2007,Electronic,0.845,0.84,0.8425,1309,0.0024796691753821323,Fast
TRBJILU128F425A99C,Who Am I,Peace Orchestra,1999,Pop,0.325,0.466,0.3955,1597,0.00302523428043183,Slow
TRBJJLN128F9342ED2,Dark Bubbles,Black Moth Super Rainbow,2009,Rock,0.494,0.207,0.3505,147,2.784655223691165e-4,Medium
TRBJKFF128F422E532,Feeding on the opiate,Lock Up,2002,Metal,0.972,0.156,0.564,36,6.81956381312122e-5,Fast
TRBJKLA128EF343637,Farewell Ride,Beck,2005,Rock,0.657,0.536,0.5965,218,4.129624753501183e-4,Medium
TRBJMRM128F1487BCE,As Rosas Não Falam,Cartola,2004,other,0.495,0.871,0.683,2102,0.003981867537550223,Medium
TRBJNAA12903CB422E,Flight of the Navigator,Set Your Goals,2006,Rock,0.94,0.379,0.6595,3,5.682969844267683e-6,Fast
TRBJOGT128F42396CC,A Sunday Smile,Beirut,2007,Folk,0.416,0.425,0.4205,10054,0.01904552627142243,Fast
TRBJOIE128F930D39F,Outbreak of Evil,Sodom,2003,Metal,0.997,0.038,0.5175,734,0.0013904332885641597,Fast
TRBJOLY12903D058FF,Consensual Worlds,Delerium,1994,Electronic,0.602,0.0375,0.31975,675,0.0012786682149602286,Medium
TRBJONA128F148696C,It's So Simple,Saosin,2006,Rock,0.943,0.504,0.7235,1252,0.0023716927483410466,Fast
TRBJPBB128F933D400,Pancake,Tori Amos,2002,Rock,0.55,0.573,0.5615,82,1.5533450907665e-4,Fast
TRBJPXD128EF3518F4,Everything I Said,The Cranberries,1994,Rock,0.411,0.0538,0.2324,621,0.0011763747577634104,Medium
TRBJQRP128F93188A9,Make the Road by Walking,Menahan Street Band,2008,Jazz & Soul,0.782,0.917,0.8495,585,0.0011081791196321982,Medium
TRBJRZH128F429EA62,The Electric Version,The New Pornographers,2003,Rock,0.985,0.698,0.8414999999999999,2026,0.003837898968162109,Fast
TRBJSEW128F42969A1,Tessellate,alt-J,2012,Rock,0.469,0.498,0.4835,3208,0.006076989086803576,Medium
TRBJTBU128F421EBF0,All I Had (I Gave),Crowbar,1993,Metal,0.912,0.383,0.6475,75,1.4207424610669208e-4,Medium
TRBJTCF128F146B243,"To Hold You, Drum",Liars,2006,Rock,0.492,0.0354,0.2637,59,1.117650736039311e-4,Fast
TRBJVMT128F14557C3,Dungeness,Athlete,2003,Electronic,0.466,0.369,0.4175,286,5.417764584868524e-4,Medium
TRBJWDI12903CAF5CF,I Won't See You Tonight Part 2,Avenged Sevenfold,2003,Metal,0.943,0.542,0.7424999999999999,1436,0.0027202482321227977,Fast
TRBJWFU128F931A63E,Rosies,Amon Tobin,2002,Electronic,0.76,0.181,0.47050000000000003,515,9.755764899326189e-4,Fast
TRBJWMI128F92CD962,Big Red Machine,Justin Vernon + Aaron Dessner,2009,Rock,0.369,0.044,0.2065,710,0.0013449695298100182,Slow
TRBJWNI128F4240D73,In the Craters on the Moon,The Mountain Goats,2008,Rock,0.445,0.343,0.394,576,0.0010911302100993952,Fast
TRBJYJO128E0791E58,Everything Reminds Me Of Her,Elliott Smith,2000,Rock,0.175,0.357,0.266,1437,0.0027221425554042203,Fast
TRBJYXE128F930D886,The Soft Goodbye,Celtic Woman,2008,other,0.231,0.124,0.1775,2409,0.004563424784946949,Medium
TRBJZCZ12903CE4905,To The Burial,Story of the Year,2010,Rock,0.989,0.28,0.6345000000000001,192,3.637100700331317e-4,Fast
TRBJZGS128F42B51A4,American Boy,Little Mix,2018,Pop,0.862,0.783,0.8225,347,6.573301786536287e-4,Slow
TRBKCJS128F92E8371,Untreatable Disease,Sparta,2006,Rock,0.807,0.154,0.48050000000000004,1128,0.002136796661444649,Fast
TRBKDGG128F42B797C,Le Chanteur,Daniel Balavoine,2001,other,0.588,0.469,0.5285,444,8.410795369516171e-4,Fast
TRBKDXC128F931E6A6,Glitter & Gold,Rebecca Ferguson,2011,other,0.695,0.793,0.744,15,2.8414849221338415e-5,Fast
TRBKEUJ128F4271125,"Pavane, Op. 50",Gabriel Fauré,2012,Classical,0.112,0.0666,0.0893,73,1.3828559954384695e-4,Medium
TRBKFKL128E078ED76,Hailie's Song,Eminem,2002,Hip hop,0.737,0.499,0.618,32677,0.061900801867045024,Fast
TRBKGIX128F42924F1,Mr. Nice Guy,The Kooks,2011,Rock,0.911,0.934,0.9225000000000001,11,2.083755609564817e-5,Medium
TRBKHFF128F933F2E7,Valley of the Queens,Ayreon,1998,Metal,0.249,0.305,0.277,66,1.2502533657388903e-4,Fast
TRBKHZC128F4244B68,Pocahontas,Neil Young,1993,Rock,0.246,0.229,0.2375,9,1.704890953280305e-5,Medium
TRBKHZV128F14B13A1,Slowlife,Seeed,2005,Reggae,0.517,0.367,0.442,2280,0.004319057081643439,Fast
TRBKJJW128F148B852,Na dwa,Sistars,2005,other,0.507,0.783,0.645,11,2.083755609564817e-5,Medium
TRBKKKA128F9302E01,"Fuck Mixing, Let's Dance",Zomby,2008,Electronic,0.947,0.768,0.8574999999999999,18,3.40978190656061e-5,Fast
TRBKKPD128F934C715,Ragnarok,Periphery,2012,Metal,0.917,0.141,0.529,63,1.1934236672962134e-4,Medium
TRBKKWS12903CDFE5B,The Nexus,Amaranthe,2012,Electronic,0.965,0.615,0.79,199,3.7697033300308964e-4,Medium
TRBKLBX128F1453E64,Santa Baby,Kylie Minogue,2014,Pop,0.261,0.423,0.34199999999999997,2163,0.004097421257716999,Medium
TRBKLDM128F427D0DA,But Tonight We Dance,Rise Against,2006,Rock,0.985,0.21,0.5975,5321,0.010079694180449447,Fast
TRBKLRB128E0781D29,Flak,The Future Sound of London,1994,Electronic,0.45,0.184,0.317,6,1.1365939688535365e-5,Fast
TRBKMZG12903CDCFED,God of Thunder,M83,2003,Rock,0.879,0.0394,0.4592,41,7.7667254538325e-5,Fast
TRBKOCY128F93335EF,The One Who Knows,Yesterday's New Quintet,2001,Folk,0.635,0.672,0.6535,114,2.1595285408217195e-4,Medium
